Novel_Fam	0505-0101	R1W5
NOVHISR6	2.639325838686486	0
NOV8XXHS	2.6440387677481434	0
NOVYNG9X	2.6582796798966752	0
NOV8MV54	1.3315303001314507	0
NOV4IZ27	1.3339294087349012	0
NOVT2S0B	1.3339294087349012	0
NOVUK8KQ	2.692112392262005	0
NOV92JZY	2.692112392262005	0
NOV2A34P	2.7419662112983456	0
NOV7MHXP	2.056474750478231	0
NOV2C9AK	3.4724714119132867	0
NOV64ELI	3.4724714119132867	0
NOVDL4KR	11.58464819460532	0
NOVBTDCM	2.897576870415662	0
NOVDK5BQ	2.897576870415662	0
NOVMDVKJ	1.4516292572798033	0
NOVP1RGL	1.4544811198883767	0
NOVJX7NZ	3.64336070161518	0
NOV6YQRD	2.190328192133359	0
NOVTJ7XU	1.4631045150097233	0
NOVYCFZT	1.4631045150097233	0
NOVUUF24	4.406731739602597	0
NOVAAQ57	1.471830863134876	0
NOV5JH80	1.4806617283398547	0
NOVHSBZP	4.4508870776766765	0
NOVSIOD8	5.605119792644983	0
NOVV9G1Y	1.495617883251204	0
NOV77OD2	1.501685394149362	0
NOV2GTYQ	1.513969095171908	0
NOVDZCSP	1.5327761892497722	0
NOVSY5BL	6.14382492723527	0
NOVC2826	1.5423559708542014	0
NOVE42EV	1.5455759433539549	0
NOVUA3AV	3.110633741581053	0
NOVTU8IU	4.755873068856813	0
NOVPVSOD	1.598986747269802	0
NOVOCUWI	1.6059238844342514	0
NOV4P7EN	1.6129212845276495	0
NOVDGA2F	1.6129212845276495	161.67518103069764
NOV3ZKKA	3.2328856953711202	0
NOVUZF1O	2.4246644095350476	0
NOVFFNF3	1.6164428476855601	0
NOV8NJV1	3.2470653325415157	0
NOVRYDNM	1.6235326202685219	0
NOVX2TRA	1.6235326202685219	0
NOV9J31T	3.275800445149106	0
NOVV4R4Z	1.6599347415143764	0
NOV8ZAR0	1.6636648788095787	0
NOVTGTH4	1.6711757558594065	0
NOVQ13WF	1.690253067070586	0
NOVQJ6LR	3.3960131198244516	0
NOVRDZ0X	3.4116630804567176	0
NOV02LCZ	1.7097710797010983	3.326195761514027
NOV62G00	2.576557627974253	2.7635862724043876
NOVF78PW	1.7297449744887707	0
NOV33F68	3.4757315903671624	0
NOVPKLHQ	2.6129324238920195	0
NOV6A5E9	1.7753737641767584	0
NOVEQ3W2	2.682358170179276	0
NOV93GJW	2.682358170179276	0
NOVGO4X6	5.403875283593736	0
NOV0QV8F	1.8325021007751883	0
NOVE7CAD	1.837049237778883	0
NOVJ7V0B	1.8416191918915534	0
NOVRGY89	3.6924232821950986	0
NOVB91H4	1.8508270914214644	0
NOVV3V5I	1.8934293020091633	0
NOVMSZEK	2.847426336958163	0
NOVYAK5F	4.7824994389735656	0
NOVNQ70Z	3.835911156110833	0
NOVV0E2Q	1.938039050168856	0
NOV7CSLO	1.943125701394465	0
NOVL5TQG	1.943125701394465	0
NOV1KMZD	1.984801242943433	0
NOV21ECW	1.984801242943433	0
NOV202KR	2.0008942971112953	0
NOV7NG0S	2.0338759681136125	0
NOVNUPWU	2.039478948434273	0
NOV70U0P	3.093304607336209	0
UNMAPPED	984208.6762001889	996441.887009541
NOV69MWS	0	132.14774207146343
NOVTYPA8	0	195.58555667693142
NOVC0USS	0	28.578291297437634
NOVGKE0Q	0	28.578291297437634
NOV2AQOK	0	161.67518103069764
NOVEB58E	0	190.12847979278317
NOV8LW4P	0	188.70736265594144
NOV9JTBC	0	58.60985964616642
NOVZXORL	0	152.1717049150335
NOVRO9LY	0	28.72142095931791
NOVAOQGE	0	26.244485117086267
NOV5JRRV	0	145.13260889666824
NOVX0G60	0	137.47335236427864
NOVIR923	0	30.485477910034643
NOVE0IHP	0	27.936207866573774
NOVK4IEV	0	27.936207866573774
NOVUQDNS	0	26.128294051779584
NOVRUTDB	0	180.8391115891097
NOVCZ7QR	0	45.157712053126254
NOV6JDCK	0	28.961926190474518
NOV1RD09	0	25.199525051045185
NOVIL1Z3	0	19.429485824357386
NOV7HP8N	0	17.027488933150885
NOV9SDLJ	0	32.37678783989191
NOVTWD5H	0	12.250183987576047
NOVTP4ZR	0	8.51266348753128
NOVIOV6N	0	10.511532408053943
NOVE7TA4	0	10.425519724910938
NOVH707W	0	6.903778242215949
NOVD18NI	0	6.903778242215949
NOV11VOA	0	6.903778242215949
NOV09QK3	0	9.275168141491994
NOVHX0A6	0	13.425655727602164
NOVPCK2G	0	6.50885925160582
NOVS0L37	0	22.53690033044016
NOVUWLJA	0	22.53690033044016
NOV81ZTO	0	9.213757186230898
NOV7LJUD	0	19.56536693871121
NOV97K9W	0	19.7206880272225
NOVXO9HG	0	10.476636166913265
NOV7YIN8	0	17.695093790758357
NOVRWJTJ	0	6.010954158356769
NOV8H3DI	0	6.010954158356769
NOVHSC2N	0	7.324184544123177
NOVGK8U5	0	6.4364045038796895
NOVC7582	0	9.427234001855428
NOVIA2FB	0	9.089677258770068
NOV3M7DI	0	5.75864246147365
NOVIYYKV	0	5.205134390457637
NOVJRN9P	0	9.866525133725876
NOVF40P7	0	5.316815125854544
NOVGLVW5	0	3.800637542785622
NOVW9UHT	0	7.4912170793575426
NOVJ919P	0	4.796159363153869
NOVWGFVI	0	5.250888798215827
NOVKJVWM	0	9.351003706330735
NOVUVR7L	0	9.351003706330735
NOVQMCHC	0	5.747404612785162
NOVGLT73	0	5.80436078407133
NOVCHOZX	0	4.080904287455797
NOVF7CHK	0	4.080904287455797
NOV5LRK1	0	4.588918031750413
NOVG3X3G	0	9.0804823974442
NOVLR60R	0	4.00892345291849
NOVOX48H	0	9.29255756458508
NOVCMZM6	0	16.138594034782404
NOVLW7MG	0	5.781161019827307
NOVKA80C	0	5.3987271796001375
NOV9H4JB	0	3.5149157933704283
NOV9DR0H	0	3.55271090200177
NOVAYPJI	0	3.5569603629891544
NOVGEOY0	0	2.41169402960282
NOVM5MDD	0	10.350433439278461
NOVR8THK	0	8.013483595380292
NOVMWWEX	0	6.210565526814469
NOVOK1NM	0	8.207440545247435
NOVYGE36	0	3.205712453031841
NOVMFESC	0	6.470014915720024
NOVQJFZO	0	3.8921710979098654
NOVYH6FE	0	6.59924312406152
NOVUE1DW	0	6.265792604361336
NOVZZ5C8	0	3.3040208788593977
NOVP0EST	0	10.04600941299373
NOVLM5FA	0	4.045740165210879
NOVJET9U	0	5.416427975082622
NOVN9CNY	0	4.758878192299865
NOVUKTL5	0	2.72683991829614
NOVCSFLH	0	2.72683991829614
NOV9KFX8	0	6.169333503615746
NOVGC24X	0	6.195038901647121
NOVTJNRT	0	4.1415305874471535
NOVX8C4E	0	2.094097737902757
NOVY2P4Z	0	2.094097737902757
NOVD9UP3	0	2.9412648754525543
NOV2N25Q	0	7.020044629386059
NOV0Z3G5	0	2.950018757207711
NOVN1525	0	2.215811408539
NOVZ95B9	0	6.737806988885729
NOVQRC0S	0	7.305425775856071
NOV07X6D	0	8.348598917354757
NOVR8QIW	0	8.348598917354757
NOVICNRC	0	3.0926873484344566
NOVJ3PLP	0	2.326775168039268
NOVOS53E	0	2.326775168039268
NOVYOZ3J	0	4.788436193341551
NOV9RUSE	0	6.499713475552875
NOVVM3GT	0	3.2605471635495586
NOVCQUF7	0	5.0145343847694015
NOVYH6B7	0	3.406207120036489
NOV1D3TH	0	1.7148897376905414
NOV6U4FJ	0	1.7178618785420683
NOVQJBB4	0	1.7359130467511856
NOVITOL6	0	3.5274245015328494
NOVY1W6A	0	3.5274245015328494
NOVNWW81	0	3.5274245015328494
NOV2SSEJ	0	1.7637122507664247
NOVFQIZ6	0	1.7637122507664247
NOVWG06U	0	1.766856308256025
NOVQM3Y7	0	2.664533058318488
NOVFSUUS	0	1.7827450456454557
NOVGZUY4	0	5.406579956593771
NOVHWAO8	0	2.708213987541311
NOVK1Y3Y	0	6.330697832261543
NOVWWH9J	0	4.518921329521351
NOVL6JVJ	0	3.6711346775237224
NOVXB4G0	0	3.6711346775237224
NOVYR71U	0	7.559954504031003
NOV60M56	0	4.605977094411126
NOVVRFNB	0	3.7054441014689994
NOVMR6MC	0	5.853847405920043
NOV5BANU	0	2.8053009543221004
NOVTS3YY	0	3.7404010098009337
NOV04MSG	0	5.642540427239846
NOVE1A6V	0	3.7616939333141377
NOV4C71C	0	3.790463812389441
NOVXLTRI	0	3.790463812389441
NOVPN3UP	0	3.864351960388929
NOVLF3MH	0	2.8982639702916964
NOV0HLSL	0	3.8794767638999197
NOVO7MDS	0	1.9627847054732452
NOVWYYVD	0	2.9558834624650943
NOVI0KXR	0	1.9705891850795565
NOVUC2PS	0	3.9569111849881646
NOVMEYHM	0	1.9784555924940823
NOVX689D	0	3.964825259481534
NOVB47WG	0	1.986385345910905
NOVY144O	0	1.986385345910905
NOVS9YAE	0	6.625993888707904
NOVW0H0W	0	4.021120946268632
NOV9W4K5	0	2.0105605125285964
NOVYLC89	0	4.037500063655941
NOVQ1YJQ	0	2.0187500318279703
NOVPCN3U	0	7.080044796690538
NOVY54F3	0	2.0228700432111597
NOV90AT1	0	3.040510254836466
NOVTOGA5	0	2.027006678980524
NOVNLHRA	0	2.039519090205268
NOVN2E32	0	2.043724272021893
NOV18HRJ	0	2.0521868724704704
NOV7TAMZ	0	2.0521868724704704
NOVQJ1KT	0	4.173500148735467
NOV7W4H2	0	4.173500148735467
NOVHDRM1	0	2.0867500743677336
NOV0B4R4	0	4.208943970368634
NOVCZ7BI	0	7.381323583657268
NOVV5XNF	0	2.108949460264545
NOVLK7HK	0	2.108949460264545
NOVU0LJW	0	2.122497310745731
NOVE52V8	0	4.272441246700387
NOVA6N5M	0	2.1547962082151377
NOVQPRQP	0	2.1594909033554788
NOVH4LSM	0	3.2605471635495586
NOVUNK89	0	2.178475322058627
NOVCYGAP	0	2.178475322058627
NOVJDIAN	0	2.183273939309701
NOVPXXR9	0	2.1880933567406333
NOVLFR2I	0	2.2075863555990343
NOVARZX6	0	2.2174636834322317
NOVC1WYX	0	2.242548148821693
NOV8LADS	0	3.371449940704333
NOVEQD7U	0	2.2578730752752616
NOVGWXH2	0	2.263028053183533
NOV6TYFD	0	2.263028053183533
NOVVQPLL	0	4.546817679831157
NOVDW9V3	0	2.2944590158752063
NOVOZ19D	0	2.2997823649363474
NOVDRZEN	0	2.321326072436255
NOVAAO21	0	4.653550414867096
NOVP1J0U	0	4.664500212579969
NOVF3HRP	0	2.3488300557169115
NOVCHJQD	0	4.708818777619441
NOVRWIYH	0	2.3544093888097204
NOVIDBGI	0	2.3544093888097204
NOVIJ19G	0	2.3942180966707753
NOVWC53R	0	2.4058405911095266
NOV2MI89	0	2.417576541074779
NOVIDF1M	0	7.270462564439331
NOVG0WJU	0	8.502995343325068
NOV1UGEL	0	2.429427364760614
NOV2NGKX	0	2.43539630728297
NOVSOOGT	0	3.6620922720615887
NOV4ANWY	0	2.441394874303912
NOV4HN48	0	4.894845658915523
NOV67D8H	0	2.4474228294577616
NOVB9TTK	0	2.4534808818415565
NOV09RUH	0	2.496741395307846
NOV4PNHV	0	5.031504101202996
NOVE3V5O	0	2.515752050601498
NOV7Q5IU	0	7.624663627205196
NOVTL3SV	0	5.083108874700637
NOVKDIEB	0	2.554655241541666
NOVE6RJ2	0	5.135783675632591
NOVYCZ2B	0	5.162532943296334
NOV486ZW	0	5.1895615164055275
NOV1BV1H	0	2.6015913201237892
NOVBR5EY	0	3.922980103708345
NOVJ822M	0	6.555597413325047
NOVY42JT	0	2.6291944194130137
NOVHXGOI	0	2.6361870616963614
NOV21QBE	0	2.6573896935197254
NOVMZJDY	0	2.686195736544101
NOVGKZCL	0	2.6934952602689224
NOV2CLIT	0	2.7008346510051386
NOVEK4QB	0	5.431267327640478
NOVQ6YII	0	5.431267327640478
NOVEGEGQ	0	5.476278128968727
NOV7I4EU	0	2.7381390644843635
NOV116R7	0	2.753350850565672
NOVW6O1A	0	2.776488371847239
NOVRXH7E	0	2.776488371847239
