baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	R16W0	R8W7	R16W7	R8W0	R10W7	R6W0	R6W7	R10W0	R3W0	R9W7	R3W7	R9W0	R19W7	R21W0	R21W7	R19W0	Significant	tax[rownames(res), ]	Phylum	KO
0.797154629600208	0.168927737666342	3.0081641884891	0.0561564220173729	0.95521719654003	0.985082787152981	0	0	0	0	5	0	0	30	0	0	0	0	0	0	0	4	No	NOV1EQ1N	NOV1EQ1N	NOV1EQ1N
0.980921001251534	3.35439600562243	2.99826969080509	1.11877727874497	0.263235167241781	0.84655442959671	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	No	NOVIUEGO	NOVIUEGO	NOVIUEGO
7.74597224019279	-1.1502398195311	2.31167966344148	-0.497577513754089	0.618781856059879	0.84655442959671	0	0	0	44	8	0	0	40	0	0	0	0	14	11	5	15	No	NOV1DSSB	NOV1DSSB	NOV1DSSB
10.6737216119095	-0.608104101048544	2.33026392233783	-0.260959325344772	0.794123874326101	0.916942069979193	0	0	0	42	22	9	0	0	0	0	0	0	14	30	11	16	No	NOV8JY37	NOV8JY37	NOV8JY37
3.28800655094461	0.164425851325377	2.91579818492844	0.0563913689826968	0.955030032569836	0.985082787152981	0	0	0	0	17	0	0	0	0	0	0	0	4	8	0	8	No	NOVGTWS2	NOVGTWS2	NOVGTWS2
0.572203917396728	2.56954169152243	3.01542422701915	0.852132734259586	0.394140425478515	0.84655442959671	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	No	NOVZQO4O	NOVZQO4O	NOVZQO4O
2.82563334542021	-1.64263425227421	2.93260556454386	-0.560127919054027	0.575392188314046	0.84655442959671	0	0	0	0	0	0	0	0	0	0	0	0	8	15	0	7	No	NOVQ2DQ9	NOVQ2DQ9	NOVQ2DQ9
9.24161419563937	0.279331538428076	2.12509376936487	0.131444335518221	0.895423818214058	0.9584620299648	0	42	0	25	15	0	0	37	0	0	0	0	13	12	11	10	No	NOVSBA50	NOVSBA50	NOVSBA50
6.08286899483518	0.122604680622175	2.76136546433485	0.0444000195576096	0.964585546060983	0.990234014293013	0	0	0	0	12	0	0	0	0	0	0	0	15	17	8	13	No	NOVJVNSU	NOVJVNSU	NOVJVNSU
1.06826158215683	-3.54317536591111	2.99567569425622	-1.18276333206049	0.236902956545923	0.84655442959671	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	No	NOVTEPP6	NOVTEPP6	NOVTEPP6
