baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	R2W0	R30W7	R14W7	R14W0	R2W7	R30W0	R20W0	R4W7	R18W7	R12W0	R18W0	R12W7	R4W0	R20W6	R1W7	R17W0	R17W7	R1W0	R7W0	R29W0	R23W7	R11W7	R11W0	R7W7	R29W7	R23W0	Significant	tax[rownames(res), ]	Phylum	KO
13.1722958283579	1.21208562126568	2.79892673708453	0.43305371491368	0.664975747138194	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	26	0	34	97	87	38	0	0	No	NOVQHYNT	NOVQHYNT	NOVQHYNT
0.207552103571389	1.0719200976053	2.99427723903142	0.357989595496521	0.72035109985984	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	90	77	0	0	0	No	NOVSOR6Y	NOVSOR6Y	NOVSOR6Y
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	17	0	0	0	0	No	NOV9W8EB	NOV9W8EB	NOV9W8EB
0.537697635231223	2.60658466417439	2.96842145703172	0.878104643125996	0.379886933476105	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	No	NOVLAH2H	NOVLAH2H	NOVLAH2H
1.55071584363042	-1.52624167370084	2.93451027414637	-0.520100981464384	0.602993194373396	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	9	13	0	0	0	No	NOVMMSPC	NOVMMSPC	NOVMMSPC
0.415104207142778	2.25561544566565	2.97585879184413	0.757971262563791	0.448468186669277	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	No	NOV4U6ZO	NOV4U6ZO	NOV4U6ZO
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVTREI5	NOVTREI5	NOVTREI5
0.486058037915297	2.49069201146145	2.97075490004035	0.83840373752396	0.401803991058133	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	No	NOVX4CEO	NOVX4CEO	NOVX4CEO
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVONFKS	NOVONFKS	NOVONFKS
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVF77L6	NOVF77L6	NOVF77L6
0.441870943559361	2.35286691236148	2.97378155520756	0.791203680795332	0.428825143932277	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	No	NOVYIG0Q	NOVYIG0Q	NOVYIG0Q
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVIRLC9	NOVIRLC9	NOVIRLC9
0.309309660491553	1.87787950709233	2.98487687199289	0.629131313493189	0.529263091716065	0.921601248521495	0	0	0	0	0	0	0	25	0	0	0	0	23	0	0	0	0	0	0	0	0	7	0	0	0	0	No	NOVH4UMU	NOVH4UMU	NOVH4UMU
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV08I1H	NOV08I1H	NOV08I1H
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVPD3YH	NOVPD3YH	NOVPD3YH
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVQ5OTB	NOVQ5OTB	NOVQ5OTB
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV8LB5X	NOV8LB5X	NOV8LB5X
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV8KAMS	NOV8KAMS	NOV8KAMS
0.200133622048302	-1.2578013261341	2.98775100540229	-0.420985993765817	0.673765309499421	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	No	NOV1WZ6U	NOV1WZ6U	NOV1WZ6U
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	No	NOVCXRHT	NOVCXRHT	NOVCXRHT
0.189073572058962	1.32073037466281	2.99327314697652	0.441232827681252	0.659044449862876	0.921601248521495	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	No	NOV5FEBC	NOV5FEBC	NOV5FEBC
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	No	NOVY77R4	NOVY77R4	NOVY77R4
0.96990398433036	-3.30814519842566	2.95433159253016	-1.11976096616578	0.262815637190993	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	14	18	0	0	0	No	NOVVR4NS	NOVVR4NS	NOVVR4NS
0.200133622048302	-1.2578013261341	2.98775100540229	-0.420985993765817	0.673765309499421	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	14	0	No	NOVKCYRH	NOVKCYRH	NOVKCYRH
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVSAPC3	NOVSAPC3	NOVSAPC3
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVT3MPD	NOVT3MPD	NOVT3MPD
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV77TPY	NOV77TPY	NOV77TPY
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	No	NOVW84E2	NOVW84E2	NOVW84E2
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV5T6EO	NOV5T6EO	NOV5T6EO
1.42202255190493	-3.85530547103287	2.9499251562066	-1.3069163680039	0.19124111647843	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	8	0	0	15	No	NOVCX47L	NOVCX47L	NOVCX47L
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVTYUDA	NOVTYUDA	NOVTYUDA
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVPA8I0	NOVPA8I0	NOVPA8I0
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVXLT56	NOVXLT56	NOVXLT56
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVL4C17	NOVL4C17	NOVL4C17
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV2TWJ0	NOV2TWJ0	NOV2TWJ0
2.50461027638796	0.00797486963778938	2.57567498574375	0.00309622513784928	0.99752957371291	0.998060155768461	0	0	0	0	0	0	0	17	0	0	0	0	10	0	0	12	7	0	0	0	3	64	72	0	0	0	No	NOVVZUBD	NOVVZUBD	NOVVZUBD
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVDD99C	NOVDD99C	NOVDD99C
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVJFY8K	NOVJFY8K	NOVJFY8K
0.669429355716226	-0.256475216665865	2.96628528562523	-0.0864634355666185	0.931098021375426	0.957737355930685	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	No	NOVEU85C	NOVEU85C	NOVEU85C
1.49320058044753	0.165887735070885	2.92409278747114	0.0567313512695849	0.954759199523002	0.973496958061571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	12	14	0	0	0	No	NOVT2X3S	NOVT2X3S	NOVT2X3S
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVUF4UR	NOVUF4UR	NOVUF4UR
0.15276042005382	-0.508502718805918	2.99328144596845	-0.169881358630945	0.865103441675106	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVCVAE1	NOVCVAE1	NOVCVAE1
0.166778018373585	-1.03464204542264	2.9907755858216	-0.345944393262929	0.729384505053202	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	No	NOVN5THD	NOVN5THD	NOVN5THD
0.175427141434791	-0.768017074730253	2.99206121271114	-0.256684947309064	0.797421992617279	0.921601248521495	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVM1Z4U	NOVM1Z4U	NOVM1Z4U
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	19	0	0	0	No	NOV2QHB5	NOV2QHB5	NOV2QHB5
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVQWW5W	NOVQWW5W	NOVQWW5W
0	0	0	0	1	NA	0	0	0	0	0	0	0	12	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVY21DW	NOVY21DW	NOVY21DW
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVQ6R5B	NOVQ6R5B	NOVQ6R5B
0.723659192468553	-2.88157393148912	2.95911912896392	-0.973794499614504	0.33015858470747	0.921601248521495	0	0	0	12	0	0	0	23	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV19FQP	NOV19FQP	NOV19FQP
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV1TF8F	NOV1TF8F	NOV1TF8F
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVF3PD1	NOVF3PD1	NOVF3PD1
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVJ764A	NOVJ764A	NOVJ764A
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV0AR2Z	NOV0AR2Z	NOV0AR2Z
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVYHP81	NOVYHP81	NOVYHP81
0	0	0	0	1	NA	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV88ORO	NOV88ORO	NOV88ORO
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVXHVQK	NOVXHVQK	NOVXHVQK
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	No	NOVA9UHN	NOVA9UHN	NOVA9UHN
0.177402650449516	-0.508502718805918	2.99328144596845	-0.169881358630945	0.865103441675106	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	0	0	0	0	0	0	0	0	0	No	NOV0D5UD	NOV0D5UD	NOV0D5UD
0.490028998622942	-0.0784912595485665	2.9821273739707	-0.0263205590189313	0.979001656865173	0.986133239034425	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV193BA	NOV193BA	NOV193BA
0.207552103571389	1.0719200976053	2.99427723903142	0.357989595496521	0.72035109985984	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	No	NOVYNLIJ	NOVYNLIJ	NOVYNLIJ
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV8G9LR	NOV8G9LR	NOV8G9LR
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV348HB	NOV348HB	NOV348HB
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVN4S61	NOVN4S61	NOVN4S61
0.226888286470755	1.55523423975528	2.99151993403274	0.519880954849173	0.603146550349426	0.921601248521495	0	0	0	0	0	0	0	33	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVW04N9	NOVW04N9	NOVW04N9
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV9XCU1	NOV9XCU1	NOV9XCU1
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV58R2F	NOV58R2F	NOV58R2F
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVVMI35	NOVVMI35	NOVVMI35
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVH9NVW	NOVH9NVW	NOVH9NVW
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVHL1BN	NOVHL1BN	NOVHL1BN
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVRWQHU	NOVRWQHU	NOVRWQHU
0.311328155357084	1.62115027400246	2.99055229539216	0.542090595272427	0.587756097218369	0.921601248521495	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	No	NOVR32PR	NOVR32PR	NOVR32PR
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVCNR9P	NOVCNR9P	NOVCNR9P
0.203680560071761	-0.768017074730253	2.99206121271114	-0.256684947309064	0.797421992617279	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVZQR6F	NOVZQR6F	NOVZQR6F
1.73833418968399	3.48410910914906	2.87538703665391	1.21170091703672	0.225626887969805	0.921601248521495	0	0	0	0	0	0	0	8	19	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	No	NOV7IFCV	NOV7IFCV	NOV7IFCV
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVA8UXR	NOVA8UXR	NOVA8UXR
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVJNXSM	NOVJNXSM	NOVJNXSM
0.203680560071761	-0.768017074730253	2.99206121271114	-0.256684947309064	0.797421992617279	0.921601248521495	0	0	0	0	0	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVXBWJ5	NOVXBWJ5	NOVXBWJ5
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV4RVUC	NOV4RVUC	NOV4RVUC
1.5437472535611	-0.164523153885037	2.92287688440482	-0.0562880888903874	0.955112307480146	0.973525676982485	0	0	0	20	0	0	0	18	117	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV5BV7X	NOV5BV7X	NOV5BV7X
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	No	NOVUYRAI	NOVUYRAI	NOVUYRAI
2.34723040734444	-0.781682409592021	2.74663596411162	-0.284596291538347	0.775953452737514	0.921601248521495	0	0	0	0	0	0	0	0	0	7	18	10	0	0	0	9	9	0	0	0	0	0	0	0	0	0	No	NOVY4G1S	NOVY4G1S	NOVY4G1S
1.21081712182201	-3.63048654890571	2.951537859629	-1.23003218036378	0.218685054482136	0.921601248521495	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	No	NOV1KJZT	NOV1KJZT	NOV1KJZT
0.177402650449516	-0.508502718805918	2.99328144596845	-0.169881358630945	0.865103441675106	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	No	NOVQTY47	NOVQTY47	NOVQTY47
0.311328155357084	1.62115027400246	2.99055229539216	0.542090595272427	0.587756097218369	0.921601248521495	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	No	NOV9SIB6	NOV9SIB6	NOV9SIB6
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVNYG9A	NOVNYG9A	NOVNYG9A
0.0993231633795086	0.62801791115035	2.99427723903142	0.209739399867162	0.83387107276866	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	No	NOVU8NVG	NOVU8NVG	NOVU8NVG
0.522498525915102	2.60051414796292	2.96853914872281	0.87602487879662	0.381016508969314	0.921601248521495	0	0	0	0	0	0	0	9	50	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVB3H4U	NOVB3H4U	NOVB3H4U
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVXLEO2	NOVXLEO2	NOVXLEO2
0.259440129464236	1.32073037466281	2.99327314697652	0.441232827681252	0.659044449862876	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	No	NOVSEC3Y	NOVSEC3Y	NOVSEC3Y
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVR1P81	NOVR1P81	NOVR1P81
0.778320388392709	3.16416505847246	2.95945507746597	1.06917151152765	0.284992393135157	0.921601248521495	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	No	NOVJ3VS7	NOVJ3VS7	NOVJ3VS7
1.0664545425195	1.40727783063815	2.95166191758554	0.47677473570188	0.633522537926199	0.921601248521495	0	0	0	0	0	0	0	9	40	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	No	NOVZFJA7	NOVZFJA7	NOVZFJA7
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV6J5D1	NOV6J5D1	NOV6J5D1
0.451614922226667	-2.20052852038551	2.9703094030808	-0.740841515736751	0.458789539628643	0.921601248521495	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVBD5HM	NOVBD5HM	NOVBD5HM
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVG0CS4	NOVG0CS4	NOVG0CS4
0.293278662832986	1.82838864180397	2.98599607327481	0.612321180917942	0.540325278613489	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	45	0	0	0	0	0	0	No	NOVJ419N	NOVJ419N	NOVJ419N
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVZBK3Z	NOVZBK3Z	NOVZBK3Z
0.189073572058962	1.32073037466281	2.99327314697652	0.441232827681252	0.659044449862876	0.921601248521495	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVCR819	NOVCR819	NOVCR819
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVTEVKQ	NOVTEVKQ	NOVTEVKQ
1.01823880189646	-2.17426196699246	2.95692157974172	-0.735312692054002	0.462149080231185	0.921601248521495	0	0	0	38	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	52	0	0	0	0	0	0	No	NOVNN3PA	NOVNN3PA	NOVNN3PA
1.25321730771614	-2.06307218258896	2.95091796057126	-0.699128952466566	0.484471446288111	0.921601248521495	0	0	0	48	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	59	0	0	0	0	0	0	No	NOVA7YWX	NOVA7YWX	NOVA7YWX
0.428324769386032	-2.13612048296279	2.97148645836734	-0.718872696507751	0.472219360769103	0.921601248521495	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV82TF3	NOV82TF3	NOV82TF3
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVEG2DD	NOVEG2DD	NOVEG2DD
0.661244859558218	-2.77554727501982	2.96054238087489	-0.937513103325208	0.348494686756444	0.921601248521495	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	No	NOVNEZIQ	NOVNEZIQ	NOVNEZIQ
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVM2O6V	NOVM2O6V	NOVM2O6V
0.394711068228281	-2.01380077471363	2.97386828629037	-0.677165422556648	0.4983010036055	0.921601248521495	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVUFQ5U	NOVUFQ5U	NOVUFQ5U
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	No	NOVED8XI	NOVED8XI	NOVED8XI
0.750602273012031	-2.95592790847403	2.95818086355586	-0.999238398466575	0.317679218764524	0.921601248521495	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	No	NOVX6WQG	NOVX6WQG	NOVX6WQG
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVWA8E1	NOVWA8E1	NOVWA8E1
0.643373376867455	-2.73660205425189	2.96109161987673	-0.924186889686923	0.355389020289137	0.921601248521495	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	No	NOVJ6PPG	NOVJ6PPG	NOVJ6PPG
0.857831169156607	-3.14624691767857	2.95598601272627	-1.06436461611563	0.287163556551522	0.921601248521495	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	No	NOVR018F	NOVR018F	NOVR018F
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVAMUE0	NOVAMUE0	NOVAMUE0
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVSX3VD	NOVSX3VD	NOVSX3VD
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVIFCAG	NOVIFCAG	NOVIFCAG
0.366598328541232	2.112545362835	2.97911989432477	0.709117268781094	0.478251707469465	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVY4M4Q	NOVY4M4Q	NOVY4M4Q
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV5AE1W	NOV5AE1W	NOV5AE1W
0.30251771529434	1.86282934526263	2.98521332360187	0.62401883662203	0.532615214529813	0.921601248521495	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVARM9L	NOVARM9L	NOVARM9L
1.04479780331761	-1.09910395483033	2.94730002140964	-0.37291892472645	0.709208786497886	0.921601248521495	0	0	0	40	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	45	0	0	0	0	0	0	No	NOVSTTUQ	NOVSTTUQ	NOVSTTUQ
0	0	0	0	1	NA	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV9LN85	NOV9LN85	NOV9LN85
0	0	0	0	1	NA	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	No	NOVI5YKH	NOVI5YKH	NOVI5YKH
2.15603360840335	4.64232115431959	2.94721046621963	1.57515766435041	0.115220056503401	0.921601248521495	0	0	0	0	0	0	0	0	16	0	0	0	0	14	0	0	20	0	0	0	0	0	0	0	0	0	No	NOVD3NBA	NOVD3NBA	NOVD3NBA
0.146639331416493	1.0719200976053	2.99427723903142	0.357989595496521	0.72035109985984	0.921601248521495	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVULTBE	NOVULTBE	NOVULTBE
0.198646326759017	1.0719200976053	2.99427723903142	0.357989595496521	0.72035109985984	0.921601248521495	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	No	NOV9E87V	NOV9E87V	NOV9E87V
